"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 15 16:51:59 GMT 2024","Mon Jul 15 16:52:03 GMT 2024","4147","chromium","example.spec.js","","","","invalid email check on register page",""
"failed","Mon Jul 15 16:53:27 GMT 2024","Mon Jul 15 16:53:36 GMT 2024","9060","webkit","example.spec.js","","","","search by id",""
"passed","Mon Jul 15 16:52:52 GMT 2024","Mon Jul 15 16:52:57 GMT 2024","5282","firefox","example.spec.js","","","","invalid email check on register page",""
"passed","Mon Jul 15 16:52:09 GMT 2024","Mon Jul 15 16:52:12 GMT 2024","3491","firefox","example.spec.js","","","","help link",""
"passed","Mon Jul 15 16:53:03 GMT 2024","Mon Jul 15 16:53:07 GMT 2024","4357","webkit","example.spec.js","","","","help link",""
"failed","Mon Jul 15 16:51:43 GMT 2024","Mon Jul 15 16:51:52 GMT 2024","9041","chromium","example.spec.js","","","","search by id",""
"passed","Mon Jul 15 16:53:37 GMT 2024","Mon Jul 15 16:53:43 GMT 2024","6476","webkit","example.spec.js","","","","login with invalid login and password",""
"passed","Mon Jul 15 16:52:58 GMT 2024","Mon Jul 15 16:53:02 GMT 2024","3567","webkit","example.spec.js","","","","has title",""
"passed","Mon Jul 15 16:53:44 GMT 2024","Mon Jul 15 16:53:49 GMT 2024","5089","webkit","example.spec.js","","","","invalid email check on register page",""
"passed","Mon Jul 15 16:51:15 GMT 2024","Mon Jul 15 16:51:19 GMT 2024","4127","chromium","example.spec.js","","","","has title",""
"passed","Mon Jul 15 16:52:03 GMT 2024","Mon Jul 15 16:52:08 GMT 2024","5179","firefox","example.spec.js","","","","has title",""
"passed","Mon Jul 15 16:51:19 GMT 2024","Mon Jul 15 16:51:23 GMT 2024","4068","chromium","example.spec.js","","","","help link",""
"passed","Mon Jul 15 16:52:44 GMT 2024","Mon Jul 15 16:52:51 GMT 2024","7352","firefox","example.spec.js","","","","login with invalid login and password",""
"passed","Mon Jul 15 16:51:52 GMT 2024","Mon Jul 15 16:51:59 GMT 2024","6105","chromium","example.spec.js","","","","login with invalid login and password",""
"failed","Mon Jul 15 16:52:34 GMT 2024","Mon Jul 15 16:52:43 GMT 2024","8590","firefox","example.spec.js","","","","search by id",""
