"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 14 14:38:47 GMT 2024","Sun Jul 14 14:38:56 GMT 2024","8723","webkit","example.spec.js","","","","forum boards",""
"passed","Sun Jul 14 14:36:53 GMT 2024","Sun Jul 14 14:36:55 GMT 2024","2618","chromium","example.spec.js","","","","help link",""
"passed","Sun Jul 14 14:37:37 GMT 2024","Sun Jul 14 14:37:43 GMT 2024","5709","firefox","example.spec.js","","","","search by id",""
"passed","Sun Jul 14 14:37:09 GMT 2024","Sun Jul 14 14:37:13 GMT 2024","4346","chromium","example.spec.js","","","","login with invalid login and password",""
"passed","Sun Jul 14 14:37:06 GMT 2024","Sun Jul 14 14:37:09 GMT 2024","2388","chromium","example.spec.js","","","","forum boards",""
"passed","Sun Jul 14 14:39:04 GMT 2024","Sun Jul 14 14:39:08 GMT 2024","4757","webkit","example.spec.js","","","","invalid email check on register page",""
"passed","Sun Jul 14 14:36:50 GMT 2024","Sun Jul 14 14:36:53 GMT 2024","2480","chromium","example.spec.js","","","","has title",""
"passed","Sun Jul 14 14:38:01 GMT 2024","Sun Jul 14 14:38:05 GMT 2024","4031","webkit","example.spec.js","","","","help link",""
"passed","Sun Jul 14 14:37:18 GMT 2024","Sun Jul 14 14:37:23 GMT 2024","4576","firefox","example.spec.js","","","","has title",""
"passed","Sun Jul 14 14:38:57 GMT 2024","Sun Jul 14 14:39:03 GMT 2024","6580","webkit","example.spec.js","","","","login with invalid login and password",""
"passed","Sun Jul 14 14:36:55 GMT 2024","Sun Jul 14 14:36:58 GMT 2024","2811","chromium","example.spec.js","","","","search by id",""
"passed","Sun Jul 14 14:37:47 GMT 2024","Sun Jul 14 14:37:53 GMT 2024","6429","firefox","example.spec.js","","","","login with invalid login and password",""
"passed","Sun Jul 14 14:37:58 GMT 2024","Sun Jul 14 14:38:01 GMT 2024","3100","webkit","example.spec.js","","","","has title",""
"passed","Sun Jul 14 14:38:23 GMT 2024","Sun Jul 14 14:38:28 GMT 2024","4312","webkit","example.spec.js","","","","search by id",""
"passed","Sun Jul 14 14:37:23 GMT 2024","Sun Jul 14 14:37:27 GMT 2024","3633","firefox","example.spec.js","","","","help link",""
"passed","Sun Jul 14 14:37:13 GMT 2024","Sun Jul 14 14:37:18 GMT 2024","4299","chromium","example.spec.js","","","","invalid email check on register page",""
"passed","Sun Jul 14 14:37:43 GMT 2024","Sun Jul 14 14:37:47 GMT 2024","3301","firefox","example.spec.js","","","","forum boards",""
"passed","Sun Jul 14 14:37:53 GMT 2024","Sun Jul 14 14:37:57 GMT 2024","3473","firefox","example.spec.js","","","","invalid email check on register page",""
